sentiment,full_text,cleaning,case_folding,tokenize,stopword_removal,stemming
1,Lantai Atas : - 5 Kamar Tidur + 5 Kamar Mandi Di Dalam - Lantai Bawah : 3 Kamar Tidur + 5 Kamar Mandi Di Dalam &amp; Lantai Marmer Garasi : 2 Mobil Carport : 5 Mobil Legalitas : SHM Listrik : 10.000 Watt Line Telpon : 1,Lantai Atas    Kamar Tidur   Kamar Mandi Di Dalam  Lantai Bawah   Kamar Tidur   Kamar Mandi Di Dalam amp Lantai Marmer Garasi   Mobil Carport   Mobil Legalitas  SHM Listrik   Watt Line Telpon,lantai atas    kamar tidur   kamar mandi di dalam  lantai bawah   kamar tidur   kamar mandi di dalam amp lantai marmer garasi   mobil carport   mobil legalitas  shm listrik   watt line telpon,"['lantai', 'atas', 'kamar', 'tidur', 'kamar', 'mandi', 'di', 'dalam', 'lantai', 'bawah', 'kamar', 'tidur', 'kamar', 'mandi', 'di', 'dalam', 'amp', 'lantai', 'marmer', 'garasi', 'mobil', 'carport', 'mobil', 'legalitas', 'shm', 'listrik', 'watt', 'line', 'telpon']","['lantai', 'tidur', 'lantai', 'tidur', 'lantai', 'marmer', 'garasi', 'carport', 'legalitas', 'shm', 'watt', 'line', 'telpon']",lantai tidur lantai tidur lantai marmer garasi carport legalitas shm watt line telpon
0,@vanillanye @IwangIwang8 @infomalang @Malangraya_info Di era mobil dan motor udah listrik kok masih ada suku atau manusia katrok begini ya,Di era mobil dan motor udah listrik kok masih ada suku atau manusia katrok begini ya,di era mobil dan motor udah listrik kok masih ada suku atau manusia katrok begini ya,"['di', 'era', 'mobil', 'dan', 'motor', 'udah', 'listrik', 'kok', 'masih', 'ada', 'suku', 'atau', 'manusia', 'katrok', 'begini', 'ya']","['era', 'suku', 'manusia', 'katrok']",era suku manusia katrok
1,Celakanya sepeda motor listrik atau biasa cenderung lebih mudah diakses oleh warga ketimbang mobil. Bisa dilihat balik lagi ke data statistik di atas. Efeknya apa sih? Orang yg sakit karena penyakit berhubungan dengan metabolisme makin muda. Sebab orang makin jarang gerak.,Celakanya sepeda motor listrik atau biasa cenderung lebih mudah diakses oleh warga ketimbang mobil Bisa dilihat balik lagi ke data statistik di atas Efeknya apa sih Orang yg sakit karena penyakit berhubungan dengan metabolisme makin muda Sebab orang makin jarang gerak,celakanya sepeda motor listrik atau biasa cenderung lebih mudah diakses oleh warga ketimbang mobil bisa dilihat balik lagi ke data statistik di atas efeknya apa sih orang yg sakit karena penyakit berhubungan dengan metabolisme makin muda sebab orang makin jarang gerak,"['celakanya', 'sepeda', 'motor', 'listrik', 'atau', 'biasa', 'cenderung', 'lebih', 'mudah', 'diakses', 'oleh', 'warga', 'ketimbang', 'mobil', 'bisa', 'dilihat', 'balik', 'lagi', 'ke', 'data', 'statistik', 'di', 'atas', 'efeknya', 'apa', 'sih', 'orang', 'yg', 'sakit', 'karena', 'penyakit', 'berhubungan', 'dengan', 'metabolisme', 'makin', 'muda', 'sebab', 'orang', 'makin', 'jarang', 'gerak']","['celakanya', 'cenderung', 'mudah', 'diakses', 'warga', 'ketimbang', 'data', 'statistik', 'efeknya', 'sakit', 'penyakit', 'berhubungan', 'metabolisme', 'muda', 'jarang', 'gerak']",celaka cenderung mudah akses warga ketimbang data statistik efek sakit sakit hubung metabolisme muda jarang gerak
0,@ridwanhr Mobil gak dulu deh pak gub tapi kalo motor boleh deh. Worth it banget kalo motor listrik.,Mobil gak dulu deh pak gub tapi kalo motor boleh deh Worth it banget kalo motor listrik,mobil gak dulu deh pak gub tapi kalo motor boleh deh worth it banget kalo motor listrik,"['mobil', 'gak', 'dulu', 'deh', 'pak', 'gub', 'tapi', 'kalo', 'motor', 'boleh', 'deh', 'worth', 'it', 'banget', 'kalo', 'motor', 'listrik']","['gub', 'worth', 'it']",gub worth it
1,@futfunplay @innovacommunity awal? jaman edison juga dah ada mobil listrik kali. cuma perkembangannya kalah sama ICE.,awal jaman edison juga dah ada mobil listrik kali cuma perkembangannya kalah sama ICE,awal jaman edison juga dah ada mobil listrik kali cuma perkembangannya kalah sama ice,"['awal', 'jaman', 'edison', 'juga', 'dah', 'ada', 'mobil', 'listrik', 'kali', 'cuma', 'perkembangannya', 'kalah', 'sama', 'ice']","['edison', 'perkembangannya']",edison kembang
2,@funedito @AhlulQohwah Ehhhh sotoy telaah kata2 gw. Klo elu bisa sih. Tapi klo elu gak faham nih gw jelasin. Bahwa kendaraan yg digunakan rasulullah saat itu adalah kendaraan terbaik. So klo saat itu mobil listrik itu kendaraan listrik itu yg terbaik saat itu. Gw yakin itu yg akan digunakan,Ehhhh sotoy telaah kata gw Klo elu bisa sih Tapi klo elu gak faham nih gw jelasin Bahwa kendaraan yg digunakan rasulullah saat itu adalah kendaraan terbaik So klo saat itu mobil listrik itu kendaraan listrik itu yg terbaik saat itu Gw yakin itu yg akan digunakan,ehhhh sotoy telaah kata gw klo elu bisa sih tapi klo elu gak faham nih gw jelasin bahwa kendaraan yg digunakan rasulullah saat itu adalah kendaraan terbaik so klo saat itu mobil listrik itu kendaraan listrik itu yg terbaik saat itu gw yakin itu yg akan digunakan,"['ehhhh', 'sotoy', 'telaah', 'kata', 'gw', 'klo', 'elu', 'bisa', 'sih', 'tapi', 'klo', 'elu', 'gak', 'faham', 'nih', 'gw', 'jelasin', 'bahwa', 'kendaraan', 'yg', 'digunakan', 'rasulullah', 'saat', 'itu', 'adalah', 'kendaraan', 'terbaik', 'so', 'klo', 'saat', 'itu', 'mobil', 'listrik', 'itu', 'kendaraan', 'listrik', 'itu', 'yg', 'terbaik', 'saat', 'itu', 'gw', 'yakin', 'itu', 'yg', 'akan', 'digunakan']","['ehhhh', 'sotoy', 'telaah', 'elu', 'elu', 'faham', 'jelasin', 'rasulullah', 'terbaik', 'so', 'terbaik']",ehhhh sotoy telaah elu elu faham jelasin rasulullah baik so baik
1,@dwioktariyadi kesimpulannya... pakai mobil listrik dan tidak itu....,kesimpulannya pakai mobil listrik dan tidak itu,kesimpulannya pakai mobil listrik dan tidak itu,"['kesimpulannya', 'pakai', 'mobil', 'listrik', 'dan', 'tidak', 'itu']",['kesimpulannya'],simpul
1,@icoooyyyyy @wahyu_cemongg @_Yuudha @sendeljer @aurelmayoriii Lau tau ga kalo aku jadi mobil listrik dia jadi baterainya tau,Lau tau ga kalo aku jadi mobil listrik dia jadi baterainya tau,lau tau ga kalo aku jadi mobil listrik dia jadi baterainya tau,"['lau', 'tau', 'ga', 'kalo', 'aku', 'jadi', 'mobil', 'listrik', 'dia', 'jadi', 'baterainya', 'tau']","['lau', 'baterainya']",lau baterai
0,@innovacommunity 1. Sumber listrik masih batu bara bukan clean energy 2. Tempat charging belum banyak kalo ada pun rebutan 3. Tdk bisa dibawa keluar kota ⤴️ 4. Liat dulu 4 thn lagi testimoni pemakai mobil ev yg skrg bakal kyk gmn terutama performa batre 5. Hybrid &amp; PHEV lbh menarik,Sumber listrik masih batu bara bukan clean energy  Tempat charging belum banyak kalo ada pun rebutan  Tdk bisa dibawa keluar kota   Liat dulu  thn lagi testimoni pemakai mobil ev yg skrg bakal kyk gmn terutama performa batre  Hybrid amp PHEV lbh menarik,sumber listrik masih batu bara bukan clean energy  tempat charging belum banyak kalo ada pun rebutan  tdk bisa dibawa keluar kota   liat dulu  thn lagi testimoni pemakai mobil ev yg skrg bakal kyk gmn terutama performa batre  hybrid amp phev lbh menarik,"['sumber', 'listrik', 'masih', 'batu', 'bara', 'bukan', 'clean', 'energy', 'tempat', 'charging', 'belum', 'banyak', 'kalo', 'ada', 'pun', 'rebutan', 'tdk', 'bisa', 'dibawa', 'keluar', 'kota', 'liat', 'dulu', 'thn', 'lagi', 'testimoni', 'pemakai', 'mobil', 'ev', 'yg', 'skrg', 'bakal', 'kyk', 'gmn', 'terutama', 'performa', 'batre', 'hybrid', 'amp', 'phev', 'lbh', 'menarik']","['sumber', 'batu', 'bara', 'clean', 'energy', 'charging', 'rebutan', 'dibawa', 'thn', 'testimoni', 'pemakai', 'performa', 'batre', 'phev', 'menarik']",sumber batu bara clean energy charging rebut bawa thn testimoni pakai performa batre phev tarik
0,@innovacommunity After sales. CS bakal manis di tahun pertama part2 bakal laku di tahun 2-3. Pasti part udh di kulak sama toko2 variasi terus jual KW nya. Terus ada influencer yang jual jasa service embel2 service mobil listrik. Bertahan 5 tahun pemilik moblis bakal pengen ganti baru kek hp baru,After sales CS bakal manis di tahun pertama part bakal laku di tahun  Pasti part udh di kulak sama toko variasi terus jual KW nya Terus ada influencer yang jual jasa service embel service mobil listrik Bertahan  tahun pemilik moblis bakal pengen ganti baru kek hp baru,after sales cs bakal manis di tahun pertama part bakal laku di tahun  pasti part udh di kulak sama toko variasi terus jual kw nya terus ada influencer yang jual jasa service embel service mobil listrik bertahan  tahun pemilik moblis bakal pengen ganti baru kek hp baru,"['after', 'sales', 'cs', 'bakal', 'manis', 'di', 'tahun', 'pertama', 'part', 'bakal', 'laku', 'di', 'tahun', 'pasti', 'part', 'udh', 'di', 'kulak', 'sama', 'toko', 'variasi', 'terus', 'jual', 'kw', 'nya', 'terus', 'ada', 'influencer', 'yang', 'jual', 'jasa', 'service', 'embel', 'service', 'mobil', 'listrik', 'bertahan', 'tahun', 'pemilik', 'moblis', 'bakal', 'pengen', 'ganti', 'baru', 'kek', 'hp', 'baru']","['after', 'sales', 'cs', 'manis', 'part', 'laku', 'part', 'kulak', 'toko', 'variasi', 'jual', 'kw', 'influencer', 'jual', 'jasa', 'service', 'embel', 'service', 'bertahan', 'pemilik', 'moblis', 'ganti']",after sales cs manis part laku part kulak toko variasi jual kw influencer jual jasa service embel service tahan milik moblis ganti
0,@innovacommunity Harga baterai 50%&lt; dari harga mobil. Berkaca produk yg pake baterai cepet dropnya. Spd listrik kalo baterainya kurang gak bisa kenceng tenaganya juga ikut turun. Gtw sih klo mobil.,Harga baterai lt dari harga mobil Berkaca produk yg pake baterai cepet dropnya Spd listrik kalo baterainya kurang gak bisa kenceng tenaganya juga ikut turun Gtw sih klo mobil,harga baterai lt dari harga mobil berkaca produk yg pake baterai cepet dropnya spd listrik kalo baterainya kurang gak bisa kenceng tenaganya juga ikut turun gtw sih klo mobil,"['harga', 'baterai', 'lt', 'dari', 'harga', 'mobil', 'berkaca', 'produk', 'yg', 'pake', 'baterai', 'cepet', 'dropnya', 'spd', 'listrik', 'kalo', 'baterainya', 'kurang', 'gak', 'bisa', 'kenceng', 'tenaganya', 'juga', 'ikut', 'turun', 'gtw', 'sih', 'klo', 'mobil']","['lt', 'berkaca', 'produk', 'cepet', 'dropnya', 'spd', 'baterainya', 'kenceng', 'tenaganya', 'turun', 'gtw']",lt kaca produk cepet drop spd baterai kenceng tenaga turun gtw
0,@innovacommunity 1. Beli mobil listrik di Indo masih sebatas gengsi bukan karena pengen ngurangin polusi. 2. Baterai itu limbah B3. Dua poin di atas bikin saya menganggap EV ramah lingkungan itu omong kosong untuk saat ini,Beli mobil listrik di Indo masih sebatas gengsi bukan karena pengen ngurangin polusi  Baterai itu limbah B Dua poin di atas bikin saya menganggap EV ramah lingkungan itu omong kosong untuk saat ini,beli mobil listrik di indo masih sebatas gengsi bukan karena pengen ngurangin polusi  baterai itu limbah b dua poin di atas bikin saya menganggap ev ramah lingkungan itu omong kosong untuk saat ini,"['beli', 'mobil', 'listrik', 'di', 'indo', 'masih', 'sebatas', 'gengsi', 'bukan', 'karena', 'pengen', 'ngurangin', 'polusi', 'baterai', 'itu', 'limbah', 'b', 'dua', 'poin', 'di', 'atas', 'bikin', 'saya', 'menganggap', 'ev', 'ramah', 'lingkungan', 'itu', 'omong', 'kosong', 'untuk', 'saat', 'ini']","['sebatas', 'gengsi', 'ngurangin', 'polusi', 'limbah', 'poin', 'menganggap', 'ramah', 'lingkungan', 'omong', 'kosong']",batas gengsi ngurangin polusi limbah poin anggap ramah lingkung omong kosong
0,@innovacommunity Harus lepas stiker dan tangga jadi males mau beli mobil listrik,Harus lepas stiker dan tangga jadi males mau beli mobil listrik,harus lepas stiker dan tangga jadi males mau beli mobil listrik,"['harus', 'lepas', 'stiker', 'dan', 'tangga', 'jadi', 'males', 'mau', 'beli', 'mobil', 'listrik']","['lepas', 'stiker', 'tangga', 'males']",lepas stiker tangga males
2,@innovacommunity masih awal era. kayak jaman mobil mesin ice baru awal jg banyak yg nyinyir perlu puluhan tahun buat jadi hal biasa. buat orang beralih dari kereta kuda ke mobil. nah sekarang yg biasa masih masih mobil bbm. jadi ya nanti2 aja kalo 70% di dunia udh pake mobil listrik,masih awal era kayak jaman mobil mesin ice baru awal jg banyak yg nyinyir perlu puluhan tahun buat jadi hal biasa buat orang beralih dari kereta kuda ke mobil nah sekarang yg biasa masih masih mobil bbm jadi ya nanti aja kalo  di dunia udh pake mobil listrik,masih awal era kayak jaman mobil mesin ice baru awal jg banyak yg nyinyir perlu puluhan tahun buat jadi hal biasa buat orang beralih dari kereta kuda ke mobil nah sekarang yg biasa masih masih mobil bbm jadi ya nanti aja kalo  di dunia udh pake mobil listrik,"['masih', 'awal', 'era', 'kayak', 'jaman', 'mobil', 'mesin', 'ice', 'baru', 'awal', 'jg', 'banyak', 'yg', 'nyinyir', 'perlu', 'puluhan', 'tahun', 'buat', 'jadi', 'hal', 'biasa', 'buat', 'orang', 'beralih', 'dari', 'kereta', 'kuda', 'ke', 'mobil', 'nah', 'sekarang', 'yg', 'biasa', 'masih', 'masih', 'mobil', 'bbm', 'jadi', 'ya', 'nanti', 'aja', 'kalo', 'di', 'dunia', 'udh', 'pake', 'mobil', 'listrik']","['era', 'mesin', 'nyinyir', 'puluhan', 'beralih', 'kereta', 'kuda']",era mesin nyinyir puluh alih kereta kuda
0,@innovacommunity Simpel aja gw mh minov.. mobil listrik g ada suara raungan mesinnya.. Yang berbau otomotif bagi gw tuh harus ada raungan mesinnya even saat nonton balap macam F1/MotoGP sekalipun yg dinikmati itu selain balapannya ya suara-suara mesinnya .,Simpel aja gw mh minov mobil listrik g ada suara raungan mesinnya Yang berbau otomotif bagi gw tuh harus ada raungan mesinnya even saat nonton balap macam FMotoGP sekalipun yg dinikmati itu selain balapannya ya suarasuara mesinnya,simpel aja gw mh minov mobil listrik g ada suara raungan mesinnya yang berbau otomotif bagi gw tuh harus ada raungan mesinnya even saat nonton balap macam fmotogp sekalipun yg dinikmati itu selain balapannya ya suarasuara mesinnya,"['simpel', 'aja', 'gw', 'mh', 'minov', 'mobil', 'listrik', 'g', 'ada', 'suara', 'raungan', 'mesinnya', 'yang', 'berbau', 'otomotif', 'bagi', 'gw', 'tuh', 'harus', 'ada', 'raungan', 'mesinnya', 'even', 'saat', 'nonton', 'balap', 'macam', 'fmotogp', 'sekalipun', 'yg', 'dinikmati', 'itu', 'selain', 'balapannya', 'ya', 'suarasuara', 'mesinnya']","['simpel', 'mh', 'minov', 'suara', 'raungan', 'mesinnya', 'berbau', 'otomotif', 'raungan', 'mesinnya', 'even', 'nonton', 'balap', 'fmotogp', 'dinikmati', 'balapannya', 'suarasuara', 'mesinnya']",simpel mh minov suara raung mesin bau otomotif raung mesin even nonton balap fmotogp nikmat balap suarasuara mesin
0,@innovacommunity Faktor duit aja sih.. kemahalan dan ga ada budget buat beli mobil listrik klo buat commuter emang mobil listrik lbh banyak benefitnya. Lebih irit Bebas GaGe Pajak murah Klo aja mobil hybrid bebas GaGe pasti lebih laku dr mobil listrik,Faktor duit aja sih kemahalan dan ga ada budget buat beli mobil listrik klo buat commuter emang mobil listrik lbh banyak benefitnya Lebih irit Bebas GaGe Pajak murah Klo aja mobil hybrid bebas GaGe pasti lebih laku dr mobil listrik,faktor duit aja sih kemahalan dan ga ada budget buat beli mobil listrik klo buat commuter emang mobil listrik lbh banyak benefitnya lebih irit bebas gage pajak murah klo aja mobil hybrid bebas gage pasti lebih laku dr mobil listrik,"['faktor', 'duit', 'aja', 'sih', 'kemahalan', 'dan', 'ga', 'ada', 'budget', 'buat', 'beli', 'mobil', 'listrik', 'klo', 'buat', 'commuter', 'emang', 'mobil', 'listrik', 'lbh', 'banyak', 'benefitnya', 'lebih', 'irit', 'bebas', 'gage', 'pajak', 'murah', 'klo', 'aja', 'mobil', 'hybrid', 'bebas', 'gage', 'pasti', 'lebih', 'laku', 'dr', 'mobil', 'listrik']","['faktor', 'duit', 'kemahalan', 'budget', 'commuter', 'benefitnya', 'irit', 'bebas', 'gage', 'pajak', 'murah', 'bebas', 'gage', 'laku']",faktor duit mahal budget commuter benefitnya irit bebas gage pajak murah bebas gage laku
1,@innovacommunity Ato punya mobil bensin 2 3 lg baru beli yg listrik khan kebanyakan begitu yg sekarang punya mobil listrik,Ato punya mobil bensin   lg baru beli yg listrik khan kebanyakan begitu yg sekarang punya mobil listrik,ato punya mobil bensin   lg baru beli yg listrik khan kebanyakan begitu yg sekarang punya mobil listrik,"['ato', 'punya', 'mobil', 'bensin', 'lg', 'baru', 'beli', 'yg', 'listrik', 'khan', 'kebanyakan', 'begitu', 'yg', 'sekarang', 'punya', 'mobil', 'listrik']","['ato', 'khan', 'kebanyakan']",ato khan banyak
1,@J_D3pp masih ada ya beginian pada udah masuk zaman mobil listrik lho,masih ada ya beginian pada udah masuk zaman mobil listrik lho,masih ada ya beginian pada udah masuk zaman mobil listrik lho,"['masih', 'ada', 'ya', 'beginian', 'pada', 'udah', 'masuk', 'zaman', 'mobil', 'listrik', 'lho']","['zaman', 'lho']",zaman lho
2,@MorphoMenelausX Kan ada mobil hybrid inner city pake listrik ke luar yah pake bbm,Kan ada mobil hybrid inner city pake listrik ke luar yah pake bbm,kan ada mobil hybrid inner city pake listrik ke luar yah pake bbm,"['kan', 'ada', 'mobil', 'hybrid', 'inner', 'city', 'pake', 'listrik', 'ke', 'luar', 'yah', 'pake', 'bbm']","['inner', 'city']",inner city
1,@SeputarTetangga Luas bangunan rumah -200 m2 -3 kamar tidur -2 kamar mandi -Daya listrik 2.200 watt -PDAM/Air Sumur Row Jalan 3 meter (1 mobil) Mengahadap ke selatan View Sawah Dan pegunungan Alamat: Jalan Dusun Watuagung Watuagung Kec. Prigen Pasuruan Jawa Timur 67157,Luas bangunan rumah  m  kamar tidur  kamar mandi Daya listrik  watt PDAMAir Sumur Row Jalan  meter  mobil Mengahadap ke selatan View Sawah Dan pegunungan Alamat Jalan Dusun Watuagung Watuagung Kec Prigen Pasuruan Jawa Timur,luas bangunan rumah  m  kamar tidur  kamar mandi daya listrik  watt pdamair sumur row jalan  meter  mobil mengahadap ke selatan view sawah dan pegunungan alamat jalan dusun watuagung watuagung kec prigen pasuruan jawa timur,"['luas', 'bangunan', 'rumah', 'm', 'kamar', 'tidur', 'kamar', 'mandi', 'daya', 'listrik', 'watt', 'pdamair', 'sumur', 'row', 'jalan', 'meter', 'mobil', 'mengahadap', 'ke', 'selatan', 'view', 'sawah', 'dan', 'pegunungan', 'alamat', 'jalan', 'dusun', 'watuagung', 'watuagung', 'kec', 'prigen', 'pasuruan', 'jawa', 'timur']","['luas', 'bangunan', 'tidur', 'daya', 'watt', 'pdamair', 'sumur', 'row', 'meter', 'mengahadap', 'selatan', 'view', 'sawah', 'pegunungan', 'alamat', 'dusun', 'watuagung', 'watuagung', 'kec', 'prigen', 'pasuruan', 'jawa', 'timur']",luas bangun tidur daya watt pdamair sumur row meter mengahadap selatan view sawah gunung alamat dusun watuagung watuagung kec prigen pasuruan jawa timur
0,@innovacommunity Sebagai semi pedagang mobil di Kabupaten. Gada minat pembeli untuk mobil listrik second,Sebagai semi pedagang mobil di Kabupaten Gada minat pembeli untuk mobil listrik second,sebagai semi pedagang mobil di kabupaten gada minat pembeli untuk mobil listrik second,"['sebagai', 'semi', 'pedagang', 'mobil', 'di', 'kabupaten', 'gada', 'minat', 'pembeli', 'untuk', 'mobil', 'listrik', 'second']","['semi', 'pedagang', 'kabupaten', 'minat', 'pembeli', 'second']",semi dagang kabupaten minat beli second
2,Tadi liat mobil lucukkk di pamer an mall harga promonya 38 jt aja (the first 20 buyers) kalo harga asli katanya 90jt. Lucukkk karena mini gitu ideal buat ciwi2 ada 6 warna pula! Mobil listrik ya butuh sekitar minimal 1300watt/kwh mbuh maap pokok e dibutuhkan minimal itu-,Tadi liat mobil lucukkk di pamer an mall harga promonya  jt aja the first  buyers kalo harga asli katanya jt Lucukkk karena mini gitu ideal buat ciwi ada  warna pula Mobil listrik ya butuh sekitar minimal wattkwh mbuh maap pokok e dibutuhkan minimal itu,tadi liat mobil lucukkk di pamer an mall harga promonya  jt aja the first  buyers kalo harga asli katanya jt lucukkk karena mini gitu ideal buat ciwi ada  warna pula mobil listrik ya butuh sekitar minimal wattkwh mbuh maap pokok e dibutuhkan minimal itu,"['tadi', 'liat', 'mobil', 'lucukkk', 'di', 'pamer', 'an', 'mall', 'harga', 'promonya', 'jt', 'aja', 'the', 'first', 'buyers', 'kalo', 'harga', 'asli', 'katanya', 'jt', 'lucukkk', 'karena', 'mini', 'gitu', 'ideal', 'buat', 'ciwi', 'ada', 'warna', 'pula', 'mobil', 'listrik', 'ya', 'butuh', 'sekitar', 'minimal', 'wattkwh', 'mbuh', 'maap', 'pokok', 'e', 'dibutuhkan', 'minimal', 'itu']","['lucukkk', 'pamer', 'an', 'mall', 'promonya', 'the', 'first', 'buyers', 'asli', 'lucukkk', 'ideal', 'ciwi', 'warna', 'butuh', 'minimal', 'wattkwh', 'mbuh', 'maap', 'pokok', 'dibutuhkan', 'minimal']",lucukkk pamer an mall promonya the first buyers asli lucukkk ideal ciwi warna butuh minimal wattkwh mbuh maap pokok butuh minimal
